HomeTeam,HomeScore,HomeSOG,Outcome,AwayTeam,AwayScore,AwaySOG,Outcome
HomeTeam,HomeScore,HomeSOG,Outcome,AwayTeam,AwayScore,AwaySOG,Outcome
Sabres,0,32,False,Bruins,4,26,True
Penguins,7,41,True,Capitals,6,36,False
Hurricanes,1,46,False,Islanders,2,20,True
Rangers,2,36,False,Predators,3,33,True
Senators,3,25,False,Blackhawks,4,43,True
Red Wings,2,20,False,Blue Jackets,3,39,True
Blues,1,42,False,Jets,5,25,True
Stars,3,25,True,Coyotes,0,30,False
Avalanche,4,40,True,Wild,1,21,False
Golden Knights,2,25,False,Flyers,5,25,True
Blue Jackets,1,32,False,Hurricanes,3,35,True
Kings,2,21,False,Sharks,3,33,True
Devils,5,27,True,Oilers,2,19,False
Sabres,3,29,True,Rangers,1,44,False
Maple Leafs,3,37,False,Senators,5,24,True
Lightning,2,29,True,Panthers,1,43,False
Islanders,3,29,False,Predators,4,23,True
Penguins,1,22,False,Canadiens,5,29,True
Stars,5,35,True,Jets,1,33,False
Blues,4,30,False,Blackhawks,5,30,True
Wild,1,30,False,Golden Knights,2,42,True
Avalanche,5,35,True,Flyers,2,37,False
Coyotes,0,41,False,Ducks,1,20,True
Flames,7,37,True,Canucks,4,20,False
Hurricanes,8,40,True,Rangers,5,24,False
Blackhawks,6,31,False,Maple Leafs,7,34,True
Kings,4,25,True,Red Wings,2,38,False
Bruins,6,30,True,Senators,3,31,False
Islanders,4,30,True,Sharks,0,35,False
Sabres,4,17,True,Golden Knights,2,37,False
Ducks,3,27,True,Red Wings,2,21,False
Flyers,2,33,False,Sharks,8,48,True
Hurricanes,5,33,True,Canucks,3,25,False
Blue Jackets,5,35,True,Avalanche,2,27,False
Predators,0,43,False,Flames,3,27,True
Jets,2,39,True,Kings,1,17,False
Stars,4,34,False,Maple Leafs,7,30,True
Senators,4,35,False,Flyers,7,45,True
Capitals,5,29,True,Golden Knights,2,31,False
Ducks,2,25,False,Coyotes,3,39,True
Bruins,4,32,True,Oilers,1,26,False
Sabres,1,31,False,Avalanche,6,30,True
Panthers,4,41,False,Blue Jackets,5,32,True
Devils,6,36,True,Capitals,0,21,False
Rangers,3,27,True,Sharks,2,43,False
Penguins,4,22,True,Golden Knights,2,37,False
Canadiens,0,40,False,Kings,3,29,True
Red Wings,3,29,False,Maple Leafs,5,35,True
Lightning,1,34,False,Canucks,4,28,True
Blues,5,32,True,Flames,3,34,False
Predators,3,30,True,Jets,0,29,False
Wild,4,46,True,Blackhawks,3,30,False
Rangers,1,24,False,Oilers,2,27,True
Flyers,0,26,False,Golden Knights,1,21,True
Senators,5,22,True,Kings,1,37,False
Bruins,8,39,True,Red Wings,2,34,False
Wild,4,23,False,Hurricanes,5,57,True
Canadiens,4,40,True,Penguins,3,28,False
Lightning,8,31,True,Blue Jackets,2,32,False
Panthers,2,26,False,Canucks,3,30,True
Capitals,2,27,False,Maple Leafs,4,28,True
Predators,5,29,True,Islanders,2,22,False
Stars,5,51,True,Ducks,3,25,False
Blackhawks,4,50,True,Blues,3,38,False
Coyotes,0,36,False,Sabres,3,23,True
Avalanche,2,26,False,Flames,3,41,True
Devils,3,36,True,Sharks,2,39,False
Blues,2,31,False,Ducks,3,31,True
Jets,3,26,True,Hurricanes,1,43,False
Maple Leafs,4,25,True,Kings,1,34,False
Canadiens,7,35,True,Red Wings,3,28,False
Senators,4,24,True,Stars,1,38,False
Predators,4,28,True,Wild,2,31,False
Devils,3,34,True,Stars,0,24,False
Rangers,3,43,True,Avalanche,2,33,False
Flyers,6,26,True,Panthers,5,26,False
Penguins,2,28,False,Canucks,3,26,True
Lightning,4,27,True,Hurricanes,2,40,False
Wild,2,28,True,Coyotes,1,32,False
Jets,4,33,False,Oilers,5,35,True
Golden Knights,4,29,True,Sabres,1,27,False
Canadiens,3,23,True,Blues,2,25,False
Capitals,4,38,True,Rangers,3,32,False
Flames,5,29,True,Bruins,2,26,False
Ducks,4,25,True,Islanders,1,35,False
Maple Leafs,0,38,False,Penguins,3,38,True
Devils,3,30,False,Avalanche,5,34,True
Blue Jackets,6,28,True,Flyers,3,35,False
Lightning,3,31,True,Red Wings,1,30,False
Jets,4,32,True,Canucks,1,27,False
Blackhawks,1,34,False,Coyotes,4,31,True
Oilers,3,22,True,Bruins,2,29,False
Kings,2,35,False,Islanders,7,32,True
Sharks,5,39,True,Sabres,1,25,False
Capitals,5,31,False,Panthers,6,30,True
Stars,1,34,False,Wild,3,36,True
Flames,3,27,False,Predators,5,31,True
Flyers,5,21,True,Devils,2,21,False
Hurricanes,1,43,False,Avalanche,3,22,True
Kings,1,20,False,Sabres,5,26,True
Jets,5,32,True,Coyotes,3,45,False
Maple Leafs,1,23,False,Blues,4,25,True
Senators,4,34,True,Canadiens,3,27,False
Panthers,3,37,False,Red Wings,4,31,True
Blue Jackets,1,38,False,Blackhawks,4,26,True
Wild,5,34,True,Lightning,4,31,False
Oilers,0,31,False,Predators,3,28,True
Canucks,2,22,True,Bruins,1,31,False
Golden Knights,3,45,True,Ducks,1,18,False
Sharks,4,41,True,Islanders,1,25,False
Rangers,1,45,False,Flames,4,26,True
Blackhawks,3,36,False,Lightning,6,55,True
Ducks,2,28,False,Sabres,4,45,True
Flyers,1,38,False,Avalanche,4,33,True
Red Wings,1,21,False,Hurricanes,3,39,True
Jets,5,36,True,Blues,4,34,False
Canucks,2,24,False,Capitals,5,33,True
Rangers,5,22,True,Panthers,2,38,False
Blue Jackets,1,36,False,Coyotes,4,26,True
Canadiens,3,40,True,Flames,2,23,False
Senators,1,39,False,Bruins,4,32,True
Predators,4,29,False,Sharks,5,32,True
Blackhawks,3,38,True,Ducks,1,25,False
Stars,4,23,True,Kings,2,33,False
Oilers,5,46,False,Penguins,6,31,True
Islanders,2,22,False,Panthers,3,41,True
Jets,2,40,False,Maple Leafs,4,39,True
Avalanche,0,22,False,Lightning,1,24,True
Golden Knights,2,35,False,Canucks,3,26,True
Bruins,3,25,True,Flyers,0,26,False
Sabres,4,42,True,Canadiens,3,22,False
Devils,3,36,False,Predators,4,36,True
Blues,4,37,False,Blue Jackets,7,32,True
Wild,4,26,True,Kings,1,24,False
Blackhawks,4,37,True,Rangers,1,19,False
Stars,5,41,True,Ducks,2,25,False
Flames,1,39,False,Penguins,9,36,True
Oilers,4,32,True,Capitals,1,32,False
Coyotes,4,30,True,Canucks,1,28,False
Golden Knights,2,31,False,Lightning,3,23,True
Red Wings,1,28,False,Jets,2,40,True
Hurricanes,4,41,True,Sharks,3,23,False
Avalanche,6,37,True,Senators,3,24,False
Devils,3,26,True,Panthers,2,37,False
Flyers,1,23,False,Islanders,6,22,True
Predators,3,27,False,Oilers,5,35,True
Flames,3,30,False,Capitals,4,27,True
Bruins,0,33,False,Canadiens,3,23,True
Maple Leafs,3,31,True,Jets,2,24,False
Blue Jackets,5,37,True,Sabres,4,38,False
Blues,7,37,True,Blackhawks,3,24,False
Wild,3,28,True,Avalanche,2,32,False
Coyotes,7,30,True,Lightning,1,31,False
Canucks,0,29,False,Penguins,5,35,True
Kings,4,40,True,Rangers,3,25,False
Red Wings,4,23,True,Stars,2,30,False
Hurricanes,1,39,False,Islanders,2,20,True
Blackhawks,1,32,False,Oilers,2,26,True
Golden Knights,4,53,True,Senators,3,22,False
Ducks,3,30,False,Sharks,4,49,True
Maple Leafs,1,25,False,Flames,3,34,True
Canucks,5,31,True,Wild,2,39,False
Sabres,1,29,False,Flames,2,38,True
Penguins,3,38,False,Islanders,6,25,True
Hurricanes,2,44,False,Bruins,3,31,True
Blue Jackets,3,37,False,Red Wings,5,32,True
Canadiens,1,35,False,Stars,4,22,True
Lightning,8,44,True,Devils,3,30,False
Predators,4,28,True,Golden Knights,1,24,False
Oilers,3,37,False,Wild,4,28,True
Coyotes,5,35,True,Senators,1,26,False
Ducks,2,25,False,Flyers,3,36,True
Sharks,3,34,False,Rangers,4,37,True
Canucks,4,28,True,Blackhawks,2,26,False
Panthers,2,38,False,Jets,4,36,True
Maple Leafs,1,32,False,Stars,2,19,True
Islanders,3,26,True,Penguins,2,31,False
Canadiens,6,44,True,Capitals,4,31,False
Senators,4,32,True,Sabres,2,48,False
Red Wings,4,31,True,Devils,3,28,False
Lightning,1,43,False,Predators,4,24,True
Blues,5,26,True,Golden Knights,3,34,False
Flames,6,37,True,Avalanche,5,26,False
Oilers,4,29,True,Blackhawks,0,40,False
Ducks,2,30,False,Rangers,3,24,True
Kings,2,27,False,Flyers,5,31,True
Sharks,1,45,False,Blue Jackets,4,27,True
Jets,2,34,False,Panthers,4,26,True
Canucks,7,37,True,Avalanche,6,29,False
Coyotes,4,25,True,Hurricanes,3,51,False
Sabres,9,41,True,Senators,2,29,False
Canadiens,1,35,False,Lightning,4,36,True
Red Wings,3,26,False,Oilers,4,42,True
Islanders,3,33,True,Devils,0,35,False
Penguins,0,31,False,Maple Leafs,5,33,True
Capitals,3,32,False,Stars,4,37,True
Blues,1,16,False,Wild,5,45,True
Predators,1,40,True,Bruins,0,26,False
Flames,5,41,True,Blackhawks,3,15,False
Golden Knights,3,25,True,Hurricanes,0,34,False
Kings,4,29,True,Blue Jackets,1,27,False
Sharks,4,35,True,Flyers,3,25,False
Senators,3,25,False,Lightning,4,45,True
Rangers,3,22,True,Sabres,1,40,False
Ducks,3,30,True,Blue Jackets,2,26,False
Bruins,2,35,True,Stars,1,25,False
Islanders,3,24,False,Canadiens,4,35,True
Penguins,1,36,False,Devils,5,39,True
Capitals,4,23,True,Oilers,2,33,False
Coyotes,2,36,False,Flyers,5,34,True
Maple Leafs,3,21,True,Golden Knights,1,37,False
Rangers,5,32,True,Canadiens,3,34,False
Blue Jackets,4,34,True,Stars,1,28,False
Senators,7,42,True,Devils,3,39,False
Red Wings,3,30,True,Canucks,2,42,False
Lightning,5,35,True,Oilers,2,35,False
Blues,4,20,True,Hurricanes,1,39,False
Kings,4,27,True,Ducks,1,31,False
Sharks,4,22,True,Wild,3,26,False
Capitals,2,22,True,Penguins,1,42,False
Avalanche,1,25,False,Predators,4,34,True
Ducks,3,24,True,Flames,2,39,False
Bruins,5,28,False,Canucks,8,33,True
Panthers,4,33,True,Oilers,1,27,False
Flyers,5,31,True,Coyotes,4,34,False
Canadiens,5,37,False,Sabres,6,31,True
Senators,3,30,False,Golden Knights,5,42,True
Lightning,4,27,True,Islanders,2,37,False
Blackhawks,3,38,False,Hurricanes,4,34,True
Stars,4,22,True,Sharks,3,36,False
Kings,1,28,False,Wild,3,24,True
Maple Leafs,6,32,True,Devils,1,39,False
Capitals,1,34,False,Blue Jackets,2,36,True
Red Wings,3,31,True,Rangers,2,30,False
Blues,4,31,True,Sharks,0,33,False
Jets,5,24,True,Avalanche,2,30,False
Ducks,1,21,False,Wild,5,43,True
Sabres,4,37,True,Canucks,3,39,False
Flyers,4,25,True,Blackhawks,0,33,False
Stars,4,24,False,Predators,5,34,True
Bruins,5,34,True,Maple Leafs,1,41,False
Canadiens,5,27,True,Golden Knights,4,38,False
Lightning,4,28,False,Senators,6,34,True
Panthers,4,31,True,Islanders,2,31,False
Penguins,4,32,True,Coyotes,0,39,False
Hurricanes,3,52,False,Red Wings,4,32,True
Blue Jackets,4,38,False,Rangers,5,19,True
Kings,0,21,False,Flames,1,36,True
Blues,2,31,False,Wild,3,18,True
Panthers,5,40,True,Senators,1,35,False
Capitals,1,39,False,Coyotes,4,22,True
Bruins,4,37,True,Golden Knights,1,38,False
Jets,5,28,True,Devils,2,36,False
Sharks,3,29,True,Flames,1,30,False
Oilers,1,27,False,Avalanche,4,28,True
Rangers,2,27,True,Canucks,1,26,False
Hurricanes,3,40,True,Blackhawks,2,35,False
Stars,1,27,False,Blue Jackets,2,28,True
Ducks,2,30,True,Predators,1,35,False
Devils,4,35,True,Penguins,2,31,False
Islanders,5,34,True,Canucks,2,24,False
Flyers,1,31,False,Panthers,2,30,True
Sabres,2,19,True,Lightning,1,30,False
Red Wings,6,26,True,Coyotes,1,25,False
Wild,2,28,False,Capitals,5,33,True
Oilers,6,43,True,Canadiens,2,29,False
Kings,1,23,False,Maple Leafs,5,35,True
Sharks,5,37,True,Predators,4,34,False
Blackhawks,1,19,True,Blues,0,28,False
Jets,3,24,True,Capitals,1,28,False
Avalanche,6,25,True,Bruins,3,23,False
Golden Knights,5,25,True,Ducks,0,29,False
Islanders,7,24,True,Rangers,5,41,False
Flyers,0,29,False,Devils,3,27,True
Penguins,3,31,False,Lightning,4,26,True
Blue Jackets,7,37,True,Panthers,3,43,False
Senators,2,36,True,Red Wings,1,35,False
Wild,6,29,True,Canucks,2,27,False
Flames,2,45,False,Canadiens,3,22,True
Coyotes,2,23,True,Predators,1,46,False
Sharks,3,45,False,Maple Leafs,5,34,True
Stars,1,37,True,Bruins,0,23,False
Jets,1,26,False,Sabres,2,32,True
Blackhawks,1,35,False,Kings,2,32,True
Avalanche,2,26,False,Capitals,3,29,True
Golden Knights,1,33,False,Blues,4,35,True
Ducks,1,39,False,Maple Leafs,2,35,True
Devils,2,40,False,Red Wings,3,30,True
Flyers,5,45,False,Lightning,6,26,True
Wild,2,39,False,Sabres,3,29,True
Senators,6,25,True,Penguins,4,35,False
Rangers,4,24,True,Panthers,2,41,False
Hurricanes,1,31,False,Blue Jackets,4,24,True
Canucks,2,38,False,Canadiens,3,31,True
Predators,5,43,True,Kings,3,28,False
Coyotes,1,33,False,Bruins,2,23,True
Flames,4,37,True,Oilers,2,26,False
Sharks,4,29,True,Blues,0,30,False
Islanders,2,39,False,Stars,6,33,True
Hurricanes,2,25,True,Devils,1,34,False
Blackhawks,3,28,True,Wild,1,40,False
Oilers,3,32,False,Golden Knights,6,31,True
Ducks,3,33,False,Avalanche,4,42,True
Maple Leafs,4,26,True,Blue Jackets,2,39,False
Rangers,2,23,True,Stars,1,17,False
Penguins,4,40,False,Sabres,5,40,True
Canadiens,4,44,False,Capitals,5,34,True
Senators,5,38,False,Panthers,7,32,True
Blues,0,29,False,Kings,2,27,True
Predators,3,34,True,Lightning,2,31,False
Flames,7,32,True,Golden Knights,2,22,False
Canucks,3,25,False,Jets,6,49,True
Sharks,3,25,False,Oilers,4,23,True
Devils,5,28,True,Canadiens,2,26,False
Rangers,5,27,True,Islanders,0,29,False
Penguins,5,30,True,Stars,1,19,False
Capitals,4,27,True,Blackhawks,2,39,False
Hurricanes,5,45,True,Maple Leafs,2,32,False
Sabres,5,21,True,Flyers,2,25,False
Red Wings,3,27,True,Bruins,2,36,False
Lightning,7,33,True,Panthers,3,43,False
Predators,4,34,True,Blues,1,29,False
Wild,6,34,True,Senators,4,27,False
Coyotes,2,21,False,Golden Knights,3,25,True
Flames,6,26,True,Jets,3,40,False
Ducks,4,37,True,Canucks,3,28,False
Kings,3,36,False,Avalanche,7,34,True
Flyers,4,46,True,Rangers,0,31,False
Sabres,3,40,True,Canadiens,2,33,False
Devils,3,42,False,Islanders,4,35,True
Capitals,3,20,True,Red Wings,1,32,False
Wild,4,39,True,Jets,2,28,False
Ducks,2,25,True,Oilers,1,28,False
Golden Knights,2,28,True,Flames,0,29,False
Blue Jackets,4,24,True,Maple Leafs,2,34,False
Bruins,2,37,True,Penguins,1,37,False
Lightning,4,29,True,Blackhawks,2,32,False
Hurricanes,4,39,True,Panthers,1,35,False
Blues,6,34,True,Predators,2,28,False
Stars,6,54,True,Senators,4,33,False
Coyotes,1,38,False,Avalanche,5,39,True
Sharks,4,24,True,Canucks,0,19,False
Rangers,3,30,False,Capitals,5,28,True
Maple Leafs,6,41,True,Flyers,0,34,False
Canadiens,2,33,False,Bruins,3,35,True
Red Wings,2,37,False,Sabres,3,35,True
Panthers,4,38,False,Blackhawks,5,41,True
Islanders,4,19,True,Hurricanes,1,27,False
Penguins,4,36,True,Blue Jackets,2,39,False
Blues,4,27,False,Jets,8,36,True
Avalanche,3,36,True,Stars,2,29,False
Golden Knights,6,36,True,Sharks,0,33,False
Kings,2,22,False,Canucks,4,29,True
Coyotes,1,29,False,Flames,6,27,True
Lightning,5,35,True,Devils,2,35,False
Predators,5,33,True,Ducks,2,19,False
Kings,5,32,True,Oilers,2,34,False
Maple Leafs,4,31,True,Bruins,2,40,False
Panthers,4,34,True,Devils,3,32,False
Islanders,1,33,False,Capitals,4,24,True
Rangers,4,33,True,Senators,2,31,False
Red Wings,5,32,False,Blue Jackets,7,32,True
Sabres,3,31,True,Sharks,2,38,False
Flyers,3,37,False,Senators,4,24,True
Canadiens,1,49,False,Hurricanes,2,22,True
Lightning,1,35,False,Ducks,3,22,True
Predators,2,38,False,Avalanche,3,25,True
Wild,3,25,False,Coyotes,4,14,True
Jets,3,27,False,Penguins,4,30,True
Blackhawks,3,24,False,Golden Knights,8,43,True
Oilers,1,31,True,Stars,0,28,False
Canucks,1,33,False,Kings,2,25,True
Red Wings,4,31,True,Blues,3,36,False
Panthers,2,44,False,Ducks,3,25,True
Maple Leafs,5,29,True,Sharks,3,41,False
Flames,3,33,False,Stars,4,28,True
Avalanche,6,26,True,Penguins,3,25,False
Bruins,2,36,True,Islanders,1,29,False
Blue Jackets,4,29,True,Wild,2,25,False
Senators,3,34,True,Rangers,0,27,False
Lightning,5,37,True,Sabres,4,22,False
Predators,0,29,False,Coyotes,3,25,True
Jets,6,33,True,Blackhawks,5,31,False
Oilers,3,34,True,Kings,2,32,False
Canucks,3,36,False,Golden Knights,4,31,True
Panthers,3,43,True,Sabres,2,24,False
Capitals,6,31,True,Devils,3,36,False
Hurricanes,1,34,False,Ducks,2,29,True
Avalanche,2,29,False,Blues,3,37,True
Flames,4,37,True,Kings,1,14,False
Senators,6,27,True,Sharks,2,38,False
Canucks,1,25,False,Stars,2,27,True
Bruins,2,40,False,Red Wings,4,27,True
Canadiens,5,41,True,Rangers,2,22,False
Panthers,4,27,False,Lightning,5,39,True
Devils,3,39,False,Jets,4,38,True
Islanders,3,29,True,Blue Jackets,2,30,False
Penguins,2,32,False,Flyers,4,26,True
Wild,3,41,False,Maple Leafs,5,23,True
Predators,5,30,True,Blackhawks,2,21,False
Coyotes,6,44,True,Blues,1,26,False
Oilers,2,34,True,Golden Knights,1,32,False
Capitals,5,32,False,Ducks,6,25,True
Rangers,3,19,False,Jets,4,42,True
Canadiens,1,41,False,Sharks,3,29,True
Red Wings,0,24,False,Avalanche,2,29,True
Blackhawks,2,24,False,Flames,3,41,True
Kings,2,35,True,Hurricanes,0,34,False
Devils,1,27,False,Lightning,5,26,True
Predators,2,25,True,Sabres,1,22,False
Stars,4,25,True,Oilers,1,29,False
Panthers,5,44,True,Bruins,0,33,False
Islanders,1,28,False,Jets,3,24,True
Penguins,6,32,True,Avalanche,3,45,False
Blue Jackets,6,30,False,Flames,9,28,True
Sabres,3,41,False,Maple Leafs,4,30,True
Canadiens,5,41,True,Senators,2,30,False
Red Wings,5,24,False,Lightning,6,35,True
Canucks,2,31,False,Wild,3,28,True
Golden Knights,5,28,True,Capitals,3,26,False
